GENE,ENSGID,ENTREZ,Synonyms,GENE_description,HGNC,Chromosome,OMIM ID(supplied by OMIM)
SNAP47,ENSG00000143740,116841,"SVAP1, SNAP-47",synaptosome associated protein 47,HGNC:30669,1q42.13,
SNAP91,ENSG00000065609,9892,"KIAA0656, AP180, CALM",synaptosome associated protein 91,HGNC:14986,6q14.2,607923
SNAPC1,ENSG00000023608,6617,"SNAP43, PTFgamma",small nuclear RNA activating complex polypeptide 1,HGNC:11134,14q23.2,600591
SNAPC2,nan,6618,"SNAP45, PTFdelta",small nuclear RNA activating complex polypeptide 2,HGNC:11135,19p13,605076
SNAPC3,ENSG00000164975,6619,"SNAP50, PTFbeta, MGC33124, MGC132011",small nuclear RNA activating complex polypeptide 3,HGNC:11136,9p22.3,602348
SNAPC4,ENSG00000165684,6621,"SNAP190, PTFalpha, FLJ13451",small nuclear RNA activating complex polypeptide 4,HGNC:11137,9q34.3,602777
SNAPC5,ENSG00000174446,10302,SNAP19,small nuclear RNA activating complex polypeptide 5,HGNC:15484,15q22.31,605979
SNAPIN,ENSG00000143553,23557,"BLOC1S7, BORCS3",SNAP associated protein,HGNC:17145,1q21.3,607007
SNCA,ENSG00000145335,6622,"NACP, PD1",synuclein alpha,HGNC:11138,4q22.1,163890
SNCAIP,ENSG00000064692,9627,SYPH1,synuclein alpha interacting protein,HGNC:11139,5q23.2,603779
SNCB,ENSG00000074317,6620,,synuclein beta,HGNC:11140,5q35.2,602569
SNCG,ENSG00000173267,6623,"BCSG1, SR, persyn",synuclein gamma,HGNC:11141,10q23.2,602998
SND1,ENSG00000197157,27044,"TDRD11, p100",staphylococcal nuclease and tudor domain containing 1,HGNC:30646,7q32.1,602181
SNED1,ENSG00000162804,25992,"FLJ00133, SST3, Snep","sushi, nidogen and EGF like domains 1",HGNC:24696,2q37.3,616634
SNF8,ENSG00000159210,11267,"EAP30, VPS22, Dot3",SNF8 subunit of ESCRT-II,HGNC:17028,17q21.32,610904
SNIP1,ENSG00000163877,79753,PML1,Smad nuclear interacting protein 1,HGNC:30587,1p34.3,608241
SNN,ENSG00000184602,8303,,stannin,HGNC:11149,16p13.13,603032
SNORC,ENSG00000182600,389084,"UNQ830, ASCL830",secondary ossification center associated regulator of chondrocyte maturation,HGNC:33763,2q37.1,
SNPH,ENSG00000101298,9751,bA314N13.5,syntaphilin,HGNC:15931,20p13,604942
SNRK,ENSG00000163788,54861,"FLJ20224, HSNFRK, KIAA0096",SNF related kinase,HGNC:30598,3p22.1,612760
SNRNP200,ENSG00000144028,23020,"U5-200KD, HELIC2, KIAA0788, BRR2",small nuclear ribonucleoprotein U5 subunit 200,HGNC:30859,2q11.2,601664
SNRNP25,ENSG00000161981,79622,U11/U12-25K,small nuclear ribonucleoprotein U11/U12 subunit 25,HGNC:14161,16p13.3,
SNRNP27,ENSG00000124380,11017,"RY1, U4/U6.U5-27K",small nuclear ribonucleoprotein U4/U6.U5 subunit 27,HGNC:30240,2p13.3,
SNRNP35,ENSG00000184209,11066,U1SNRNPBP,small nuclear ribonucleoprotein U11/U12 subunit 35,HGNC:30852,12q24.31,
SNRNP40,ENSG00000060688,9410,"PRP8BP, SPF38, PRPF8BP, HPRP8BP",small nuclear ribonucleoprotein U5 subunit 40,HGNC:30857,1p35.2,607797
SNRNP48,ENSG00000168566,154007,"FLJ32234, dJ512B11.2, dJ336K20B.1",small nuclear ribonucleoprotein U11/U12 subunit 48,HGNC:21368,6p24.3,
SNRNP70,ENSG00000104852,6625,"U1-70K, Snp1",small nuclear ribonucleoprotein U1 subunit 70,HGNC:11150,19q13.33,180740
SNRPA,nan,6626,"U1A, U1-A, Mud1",small nuclear ribonucleoprotein polypeptide A,HGNC:11151,19q13.1,182285
SNRPA1,ENSG00000131876,6627,"Lea1, U2A'",small nuclear ribonucleoprotein polypeptide A',HGNC:11152,15q26.3,603521
SNRPB,ENSG00000125835,6628,"COD, SmB/SmB', Sm-B/B', snRNP-B",small nuclear ribonucleoprotein polypeptides B and B1,HGNC:11153,20p13,182282
SNRPB2,ENSG00000125870,6629,"Msl1, U2B''",small nuclear ribonucleoprotein polypeptide B2,HGNC:11155,20p12.1,603520
SNRPC,ENSG00000124562,6631,"U1-C, Yhc1",small nuclear ribonucleoprotein polypeptide C,HGNC:11157,6p21.31,603522
SNRPD1,ENSG00000167088,6632,"HsT2456, Sm-D1",small nuclear ribonucleoprotein D1 polypeptide,HGNC:11158,18q11.2,601063
SNRPD2,ENSG00000125743,6633,Sm-D2,small nuclear ribonucleoprotein D2 polypeptide,HGNC:11159,19q13.2-q13.3,601061
SNRPD3,ENSG00000100028,6634,"SMD3, Sm-D3",small nuclear ribonucleoprotein D3 polypeptide,HGNC:11160,22q11.23,601062
SNRPE,ENSG00000182004,6635,Sm-E,small nuclear ribonucleoprotein polypeptide E,HGNC:11161,1q32.1,128260
SNRPF,ENSG00000139343,6636,Sm-F,small nuclear ribonucleoprotein polypeptide F,HGNC:11162,12q23.1,603541
SNRPG,ENSG00000143977,6637,Sm-G,small nuclear ribonucleoprotein polypeptide G,HGNC:11163,2p13.3,603542
SNRPN,ENSG00000128739,6638,"SMN, SM-D, HCERN3, SNRNP-N, SNURF-SNRPN, RT-LI",small nuclear ribonucleoprotein polypeptide N,HGNC:11164,15q11.2,182279
SNTA1,ENSG00000101400,6640,"TACIP1, LQT12",syntrophin alpha 1,HGNC:11167,20q11.21,601017
SNTB1,ENSG00000172164,6641,"59-DAP, A1B, BSYN2, TIP-43, SNT2",syntrophin beta 1,HGNC:11168,8q24.12,600026
SNTB2,ENSG00000168807,6645,"EST25263, SNT3",syntrophin beta 2,HGNC:11169,16q22.1,600027
SNTG1,ENSG00000147481,54212,"SYN4, G1SYN",syntrophin gamma 1,HGNC:13740,8q11.21,608714
SNTG2,ENSG00000172554,54221,"SYN5, G2SYN",syntrophin gamma 2,HGNC:13741,2p25.3,608715
SNTN,ENSG00000188817,132203,"FLJ44379, S100AL","sentan, cilia apical structure protein",HGNC:33706,3p14.2,617832
SNU13,ENSG00000100138,4809,"FA-1, SPAG12, SNRNP15-5, 15.5K",small nuclear ribonucleoprotein 13,HGNC:7819,22q13.2,601304
SNUPN,ENSG00000169371,10073,"SNURPORTIN-1, Snurportin1",snurportin 1,HGNC:14245,15q24.2,607902
SNURF,ENSG00000273173,8926,,SNRPN upstream reading frame,HGNC:11171,15q11.2,
SNW1,ENSG00000100603,22938,"NCoA-62, SKIP, Prp45, PRPF45, Bx42, SKIP1, FUN20",SNW domain containing 1,HGNC:16696,14q24.3,603055
SNX1,ENSG00000028528,6642,"SNX1A, MGC8664, HsT17379, Vps5",sorting nexin 1,HGNC:11172,15q22.31,601272
SNX10,ENSG00000086300,29887,,sorting nexin 10,HGNC:14974,7p15.2,614780
SNX11,ENSG00000002919,29916,,sorting nexin 11,HGNC:14975,17q21.32,614906
SNX12,ENSG00000147164,29934,,sorting nexin 12,HGNC:14976,Xq13.1,300883
SNX13,ENSG00000071189,23161,"RGS-PX1, KIAA0713",sorting nexin 13,HGNC:21335,7p21.1,606589
SNX14,ENSG00000135317,57231,RGS-PX2,sorting nexin 14,HGNC:14977,6q14.3,616105
SNX15,ENSG00000110025,29907,,sorting nexin 15,HGNC:14978,11q13.1,605964
SNX16,ENSG00000104497,64089,,sorting nexin 16,HGNC:14980,8q21.13,614903
SNX17,ENSG00000115234,9784,KIAA0064,sorting nexin 17,HGNC:14979,2p23.3,605963
SNX18,ENSG00000178996,112574,"SH3PX2, SH3PXD3B",sorting nexin 18,HGNC:19245,5q11.2,
SNX19,ENSG00000120451,399979,"KIAA0254, CHET8",sorting nexin 19,HGNC:21532,11q24.3-q25,
SNX2,ENSG00000205302,6643,,sorting nexin 2,HGNC:11173,5q23.2,605929
SNX20,ENSG00000167208,124460,"SLIC-1, SLIC1",sorting nexin 20,HGNC:30390,16q12.1,613281
SNX21,ENSG00000124104,90203,"dJ337O18.4, SNX-L",sorting nexin family member 21,HGNC:16154,20q13.12,
SNX22,ENSG00000157734,79856,FLJ13952,sorting nexin 22,HGNC:16315,15q22.31,
SNX24,ENSG00000064652,28966,SBBI31,sorting nexin 24,HGNC:21533,5q23.2,
SNX25,ENSG00000109762,83891,SBBI31,sorting nexin 25,HGNC:21883,4q35.1,
SNX27,ENSG00000143376,81609,"MY014, KIAA0488, MGC20471",sorting nexin 27,HGNC:20073,1q21.3,611541
SNX29,ENSG00000048471,92017,FLJ12363,sorting nexin 29,HGNC:30542,16p13.13-p13.12,
SNX3,ENSG00000112335,8724,Grd19,sorting nexin 3,HGNC:11174,6q21,605930
SNX30,ENSG00000148158,401548,ATG24A,sorting nexin family member 30,HGNC:23685,9q32,
SNX31,ENSG00000174226,169166,MGC39715,sorting nexin 31,HGNC:28605,8q22.3,
SNX32,ENSG00000172803,254122,FLJ30934,sorting nexin 32,HGNC:26423,11q13.1,
SNX33,ENSG00000173548,257364,"MGC32065, SH3PXD3C, SNX30",sorting nexin 33,HGNC:28468,15q24.2,
SNX4,ENSG00000114520,8723,ATG24B,sorting nexin 4,HGNC:11175,3q21.2,605931
SNX5,ENSG00000089006,27131,,sorting nexin 5,HGNC:14969,20p11.23,605937
SNX6,ENSG00000129515,58533,,sorting nexin 6,HGNC:14970,14q13.1,606098
SNX7,ENSG00000162627,51375,,sorting nexin 7,HGNC:14971,1p21.3,614904
SNX8,ENSG00000106266,29886,Mvp1,sorting nexin 8,HGNC:14972,7p22.3,614905
SNX9,ENSG00000130340,51429,"SH3PX1, SDP1, SH3PXD3A",sorting nexin 9,HGNC:14973,6q25.3,605952
SOAT1,ENSG00000057252,6646,ACAT,sterol O-acyltransferase 1,HGNC:11177,1q25.2,102642
SOAT2,ENSG00000167780,8435,ACAT2,sterol O-acyltransferase 2,HGNC:11178,12q13.13,601311
SOBP,ENSG00000112320,55084,FLJ10159,sine oculis binding protein homolog,HGNC:29256,6q21,613667
SOCS1,ENSG00000185338,,"SOCS-1, SSI-1, JAB, TIP3, Cish1",suppressor of cytokine signaling 1,HGNC:19383,16p13.13,603597
SOCS2,ENSG00000120833,8835,"STATI2, SSI2, SOCS-2, SSI-2, CIS2, Cish2",suppressor of cytokine signaling 2,HGNC:19382,12q,605117
SOCS3,ENSG00000184557,9021,"SSI-3, CIS3, SOCS-3, Cish3",suppressor of cytokine signaling 3,HGNC:19391,17q25.3,604176
SOCS4,ENSG00000180008,122809,,suppressor of cytokine signaling 4,HGNC:19392,14q22.3,616337
SOCS5,ENSG00000171150,,"KIAA0671, SOCS-5, CIS6, CISH6, Cish5",suppressor of cytokine signaling 5,HGNC:16852,2p21,607094
SOCS6,ENSG00000170677,9306,"CIS4, SSI4, HSPC060, STATI4, STAI4, Cish4",suppressor of cytokine signaling 6,HGNC:16833,18q22.2,605118
SOCS7,ENSG00000274211,30837,"NAP4, NCKAP4",suppressor of cytokine signaling 7,HGNC:29846,17q12,608788
SOD1,ENSG00000142168,6647,IPOA,superoxide dismutase 1,HGNC:11179,21q22.11,147450
SOD2,ENSG00000112096,6648,GClnc1,superoxide dismutase 2,HGNC:11180,6q25.3,147460
SOD3,ENSG00000109610,6649,EC-SOD,superoxide dismutase 3,HGNC:11181,4p15.2,185490
SOGA1,ENSG00000149639,140710,"dJ132F21.1, FLJ44670, SOGA","suppressor of glucose, autophagy associated 1",HGNC:16111,20q11.23,
SOGA3,ENSG00000214338,387104,dJ403A15.3,SOGA family member 3,HGNC:21494,6q22.33,
SOHLH1,ENSG00000165643,402381,"NOHLH, TEB2, bA100C15.3, bHLHe80, SPATA27",spermatogenesis and oogenesis specific basic helix-loop-helix 1,HGNC:27845,9q34.3,610224
SOHLH2,ENSG00000120669,54937,"FLJ20449, TEB1, bHLHe81, SPATA28",spermatogenesis and oogenesis specific basic helix-loop-helix 2,HGNC:26026,13q13.3,616066
SON,ENSG00000159140,6651,"DBP-5, NREBP, KIAA1019, BASS1, FLJ21099, FLJ33914",SON DNA and RNA binding protein,HGNC:11183,21q22.11,182465
SORBS1,ENSG00000095637,10580,"FLJ12406, CAP, sh3p12, ponsin, KIAA1296",sorbin and SH3 domain containing 1,HGNC:14565,10q24.1,605264
SORBS2,ENSG00000154556,8470,"ARGBP2, KIAA0777",sorbin and SH3 domain containing 2,HGNC:24098,4q35.1,616349
SORBS3,ENSG00000120896,10174,"SCAM-1, SH3D4, vinexin",sorbin and SH3 domain containing 3,HGNC:30907,8p21.3,610795
SORCS1,ENSG00000108018,114815,sorCS1,sortilin related VPS10 domain containing receptor 1,HGNC:16697,10q25.1,606283
SORCS2,ENSG00000184985,57537,KIAA1329,sortilin related VPS10 domain containing receptor 2,HGNC:16698,4p16.1,606284
SORCS3,ENSG00000156395,22986,"KIAA1059, SORCS",sortilin related VPS10 domain containing receptor 3,HGNC:16699,10q25.1,606285
SORD,ENSG00000140263,6652,,sorbitol dehydrogenase,HGNC:11184,15q21.1,182500
SORL1,ENSG00000137642,6653,"gp250, LR11, LRP9, SorLA, SorLA-1",sortilin related receptor 1,HGNC:11185,11q24.1,602005
SORT1,ENSG00000134243,6272,"Gp95, NT3",sortilin 1,HGNC:11186,1p13.3,602458
SOS1,ENSG00000115904,6654,"HGF, GF1",SOS Ras/Rac guanine nucleotide exchange factor 1,HGNC:11187,2p22.1,182530
SOS2,ENSG00000100485,6655,,SOS Ras/Rho guanine nucleotide exchange factor 2,HGNC:11188,14q21.3,601247
SOST,ENSG00000167941,50964,"VBCH, DAND6",sclerostin,HGNC:13771,17q21.31,605740
SOSTDC1,ENSG00000171243,25928,"DKFZp564D206, USAG1, DAND7",sclerostin domain containing 1,HGNC:21748,7p21.2,609675
SOWAHA,ENSG00000198944,134548,,sosondowah ankyrin repeat domain family member A,HGNC:27033,5q31.1,
SOWAHB,ENSG00000186212,345079,,sosondowah ankyrin repeat domain family member B,HGNC:32958,4q21.1,
SOWAHC,ENSG00000198142,65124,FLJ21870,sosondowah ankyrin repeat domain family member C,HGNC:26149,2q13,
SOWAHD,ENSG00000187808,347454,,sosondowah ankyrin repeat domain family member D,HGNC:32960,Xq24,
SOX1,ENSG00000182968,6656,,SRY-box transcription factor 1,HGNC:11189,13q34,602148
SOX10,ENSG00000100146,6663,"DOM, WS4, WS2E",SRY-box transcription factor 10,HGNC:11190,22q13.1,602229
SOX11,ENSG00000176887,6664,,SRY-box transcription factor 11,HGNC:11191,2p25.2,600898
SOX12,ENSG00000177732,6666,,SRY-box transcription factor 12,HGNC:11198,20p13,601947
SOX13,ENSG00000143842,9580,"Sox-13, ICA12, MGC117216",SRY-box transcription factor 13,HGNC:11192,1q32.1,604748
SOX14,ENSG00000168875,8403,SOX28,SRY-box transcription factor 14,HGNC:11193,3q22.3,604747
SOX15,ENSG00000129194,6665,"SOX27, SOX26",SRY-box transcription factor 15,HGNC:11196,17p13.1,601297
SOX17,ENSG00000164736,64321,,SRY-box transcription factor 17,HGNC:18122,8q11.23,610928
SOX18,ENSG00000203883,54345,,SRY-box transcription factor 18,HGNC:11194,20q13.33,601618
SOX2,ENSG00000181449,6657,,SRY-box transcription factor 2,HGNC:11195,3q26.33,184429
SOX21,ENSG00000125285,11166,SOX25,SRY-box transcription factor 21,HGNC:11197,13q32.1,604974
SOX3,ENSG00000134595,6658,,SRY-box transcription factor 3,HGNC:11199,Xq27.1,313430
SOX30,ENSG00000039600,11063,,SRY-box transcription factor 30,HGNC:30635,5q33.3,606698
SOX4,ENSG00000124766,6659,,SRY-box transcription factor 4,HGNC:11200,6p22.3,184430
SOX5,ENSG00000134532,6660,"L-SOX5, MGC35153",SRY-box transcription factor 5,HGNC:11201,12p12.1,604975
SOX6,nan,55553,,SRY-box transcription factor 6,HGNC:16421,11p15.3,607257
SOX7,ENSG00000171056,83595,,SRY-box transcription factor 7,HGNC:18196,8p23.1,612202
SOX8,ENSG00000005513,30812,,SRY-box transcription factor 8,HGNC:11203,16p13.3,605923
SOX9,ENSG00000125398,6662,SRA1,SRY-box transcription factor 9,HGNC:11204,17q24.3,608160
SP1,ENSG00000185591,6667,,Sp1 transcription factor,HGNC:11205,12q13.13,189906
SP100,ENSG00000067066,6672,,SP100 nuclear antigen,HGNC:11206,2q37.1,604585
SP110,ENSG00000135899,3431,,SP110 nuclear body protein,HGNC:5401,2q37.1,604457
SP140,ENSG00000079263,11262,"LYSP100-B, LYSP100-A",SP140 nuclear body protein,HGNC:17133,2q37.1,608602
SP140L,ENSG00000185404,93349,,SP140 nuclear body protein like,HGNC:25105,2q37.1,617747
SP2,ENSG00000167182,6668,KIAA0048,Sp2 transcription factor,HGNC:11207,17q21.32,601801
SP3,ENSG00000172845,6670,SPR-2,Sp3 transcription factor,HGNC:11208,2q31.1,601804
SP4,ENSG00000105866,6671,"SPR-1, HF1B, MGC130008, MGC130009",Sp4 transcription factor,HGNC:11209,7p15.3,600540
SP5,ENSG00000204335,389058,,Sp5 transcription factor,HGNC:14529,2q31.1,609391
SP6,ENSG00000189120,80320,"KLF14, Epfn",Sp6 transcription factor,HGNC:14530,17q21.32,608613
SP7,nan,121340,"osterix, OSX",Sp7 transcription factor,HGNC:17321,12q13.13,606633
SP8,ENSG00000164651,221833,,Sp8 transcription factor,HGNC:19196,7p21.1,608306
SP9,ENSG00000217236,100131390,ZNF990,Sp9 transcription factor,HGNC:30690,2q31.1,
SPA17,ENSG00000064199,53340,"SP17, CT22",sperm autoantigenic protein 17,HGNC:11210,11q24.2,608621
SPAAR,ENSG00000235387,158376,SPAR,small regulatory polypeptide of amino acid response,HGNC:27244,9p13.3,617627
SPACA1,ENSG00000118434,81833,SAMP32,sperm acrosome associated 1,HGNC:14967,6q15,612739
SPACA3,ENSG00000141316,124912,"ALLP17, SLLP1, LYC3, LYZL3, CT54",sperm acrosome associated 3,HGNC:16260,17q11.2,612749
SPACA4,ENSG00000177202,171169,SAMP14,sperm acrosome associated 4,HGNC:16441,19q13.33,609932
SPACA5,ENSG00000171489,389852,"SLLP2, LYZL5, LYC5, UNQ6288, dJ54B20.3, PNPK6288",sperm acrosome associated 5,HGNC:31353,Xp11.23,300593
SPACA5B,ENSG00000171478,729201,LYZL5B,sperm acrosome associated 5B,HGNC:19142,Xp11.23,
SPACA6,ENSG00000182310,147650,LET7EH,sperm acrosome associated 6,HGNC:27113,19q13.41,
SPACA7,ENSG00000153498,122258,,sperm acrosome associated 7,HGNC:29575,13q34,
SPACA9,ENSG00000165698,11092,Mast,sperm acrosome associated 9,HGNC:1367,9q34.13,
SPAG1,ENSG00000104450,6674,"SP75, FLJ32920, HSD-3.8, TPIS, CT140, CILD28",sperm associated antigen 1,HGNC:11212,8q22.2,603395
SPAG11A,ENSG00000178287,653423,"HE2, EDDM2A",sperm associated antigen 11A,HGNC:33342,8p23.1,
SPAG11B,ENSG00000164871,10407,"HE2, EP2, EP2C, EP2D, EDDM2B",sperm associated antigen 11B,HGNC:14534,8p23.1,606560
SPAG16,ENSG00000144451,79582,"PF20, FLJ22724, DKFZp666P1710, WDR29",sperm associated antigen 16,HGNC:23225,2q34,612173
SPAG17,ENSG00000155761,200162,"FLJ34497, PF6, RP4-776P7.2, CT143",sperm associated antigen 17,HGNC:26620,1p12,616554
SPAG4,ENSG00000061656,6676,"SUN4, CT127",sperm associated antigen 4,HGNC:11214,20q11.22,603038
SPAG5,ENSG00000076382,10615,"DEEPEST, MAP126, hMAP126",sperm associated antigen 5,HGNC:13452,17q11.2,615562
SPAG6,ENSG00000077327,9576,"Repro-SA-1, PF16, CT141, FAP194, CFAP194",sperm associated antigen 6,HGNC:11215,10p12.2,605730
SPAG7,nan,9552,"FSA-1, ACRP, MGC20134",sperm associated antigen 7,HGNC:11216,17p13.2,610056
SPAG8,ENSG00000137098,26206,"hSMP-1, HSD-1, BS-84, SPAG3, CT142",sperm associated antigen 8,HGNC:14105,9p13.3,605731
SPAG9,ENSG00000008294,9043,"HSS, SYD1, KIAA0516, MGC14967, MGC74461, MGC117291, JLP, PHET, HLC4, FLJ13450, FLJ14006, FLJ26141, FLJ34602, CT89, JIP4, JIP-4, PIG6",sperm associated antigen 9,HGNC:14524,17q21.33,605430
SPAM1,ENSG00000106304,,"HYAL5, PH-20, SPAG15",sperm adhesion molecule 1,HGNC:11217,7q31,600930
SPANXA1,ENSG00000198021,30014,"NAP-X, SPAN-Xa, SPAN-Xb, CT11.1","sperm protein associated with the nucleus, X-linked, family member A1",HGNC:11218,Xq27.2,300305
SPANXA2,ENSG00000203926,728712,,SPANX family member A2,HGNC:14328,Xq27.2,300493
SPANXB1,ENSG00000227234,728695,CT11.2,SPANX family member B1,HGNC:14329,Xq27.1,300669
SPANXC,ENSG00000198573,64663,"CTp11, CT11.3",SPANX family member C,HGNC:14331,Xq27.2,300330
SPANXD,ENSG00000196406,64648,CT11.4,SPANX family member D,HGNC:14332,Xq27.2,"300670, 300671"
SPANXN1,ENSG00000203923,494118,"SPANX-N1, CT11.6",SPANX family member N1,HGNC:33174,Xq27.3,300664
SPANXN2,ENSG00000268988,494119,"SPANX-N2, CT11.7",SPANX family member N2,HGNC:33175,Xq27.3,300665
SPANXN3,ENSG00000189252,139067,"SPANX-N3, CT11.8",SPANX family member N3,HGNC:33176,Xq27.3,300666
SPANXN4,ENSG00000189326,441525,"SPANX-N4, CT11.9",SPANX family member N4,HGNC:33177,Xq27.3,300667
SPANXN5,nan,494197,"SPANX-N5, CT11.10",SPANX family member N5,HGNC:33178,Xp11.22,300668
SPARC,ENSG00000113140,6678,"ONT, BM-40",secreted protein acidic and cysteine rich,HGNC:11219,5q33.1,182120
SPARCL1,ENSG00000152583,8404,MAST9,SPARC like 1,HGNC:11220,4q22.1,606041
SPART,ENSG00000133104,23111,"KIAA0610, TAHCCP1",spartin,HGNC:18514,13q13.3,607111
SPAST,ENSG00000021574,6683,"FSP2, ADPSP, KIAA1083",spastin,HGNC:11233,2p22.3,604277
SPATA1,ENSG00000122432,100505741,SP-2,spermatogenesis associated 1,HGNC:14682,1p22.3,
SPATA12,ENSG00000186451,353324,,spermatogenesis associated 12,HGNC:23221,3p14.3,609869
SPATA13,ENSG00000182957,221178,"FLJ31208, ARHGEF29",spermatogenesis associated 13,HGNC:23222,13q12.12,613324
SPATA16,ENSG00000144962,83893,NYD-SP12,spermatogenesis associated 16,HGNC:29935,3q26.31,609856
SPATA17,ENSG00000162814,128153,"IQCH, MOT17, FAP305, CFAP305",spermatogenesis associated 17,HGNC:25184,1q41,611032
SPATA18,ENSG00000163071,132671,FLJ32906,spermatogenesis associated 18,HGNC:29579,4q12,612814
SPATA19,nan,219938,"FLJ25851, spergen1, SPAS1, CT132",spermatogenesis associated 19,HGNC:30614,11q25,609805
SPATA2,ENSG00000158480,9825,"KIAA0757, PD1, tamo, PPP1R145",spermatogenesis associated 2,HGNC:14681,20q13.13,607662
SPATA20,ENSG00000006282,64847,"FLJ21347, SSP411, Tisp78",spermatogenesis associated 20,HGNC:26125,17q21.33,613939
SPATA21,ENSG00000187144,374955,"spergen-2, spergen2",spermatogenesis associated 21,HGNC:28026,1p36.13,
SPATA22,nan,84690,NYD-SP20,spermatogenesis associated 22,HGNC:30705,17p13.3,617673
SPATA24,ENSG00000170469,202051,"T6441, CCDC161",spermatogenesis associated 24,HGNC:27322,5q31.2,
SPATA25,ENSG00000149634,128497,"dJ337O18.8, TSG23",spermatogenesis associated 25,HGNC:16158,20q13.12,
SPATA2L,ENSG00000158792,124044,"MGC26885, tamo",spermatogenesis associated 2 like,HGNC:28393,16q24.3,
SPATA3,ENSG00000173699,130560,TSARG1,spermatogenesis associated 3,HGNC:17884,2q37.1,
SPATA31A1,ENSG00000204849,647060,"DKFZP434B204, C9orf36A",SPATA31 subfamily A member 1,HGNC:23394,9p12,
SPATA31A3,ENSG00000275969,727830,"OTTHUMG00000013164, DKFZp434B204",SPATA31 subfamily A member 3,HGNC:32003,9q21.11,
SPATA31A5,ENSG00000276581,727905,OTTHUMG00000013204,SPATA31 subfamily A member 5,HGNC:32005,9q12,
SPATA31A6,ENSG00000185775,389730,OTTHUMG00000013224,SPATA31 subfamily A member 6,HGNC:32006,9p11.2,
SPATA31A7,ENSG00000276040,26165,,SPATA31 subfamily A member 7,HGNC:32007,9q12,616584
SPATA31D1,ENSG00000214929,389763,FLJ46321,SPATA31 subfamily D member 1,HGNC:37283,9q21.32,
SPATA31D3,ENSG00000186788,389762,FLJ44082,SPATA31 subfamily D member 3,HGNC:38603,9q21.32,
SPATA31D4,ENSG00000189357,389761,FLJ43859,SPATA31 subfamily D member 4,HGNC:38601,9q21.32,
SPATA31E1,ENSG00000177992,286234,FLJ35866,SPATA31 subfamily E member 1,HGNC:26672,9q22.1,
SPATA32,ENSG00000184361,124783,"FLJ25414, AEP2, VAD1.2",spermatogenesis associated 32,HGNC:26349,17q21.31,
SPATA33,ENSG00000167523,124045,FLJ31606,spermatogenesis associated 33,HGNC:26463,16q24.3,615409
SPATA4,ENSG00000150628,132851,"TSARG2, SPEF1B, FAP178, CFAP178",spermatogenesis associated 4,HGNC:17333,4q34.2,609879
SPATA45,ENSG00000185523,149643,LOC149643,spermatogenesis associated 45,HGNC:33709,1q32.3,
SPATA46,ENSG00000171722,284680,,spermatogenesis associated 46,HGNC:27648,1q23.3,617257
